Title,Date
"Rick y Morty: Temporada 2: Rick, vengador del futuro","20-10-17"
"Rick y Morty: Temporada 2: Asimilación autoerótica","20-10-17"
"Jóvenes y rebeldes: Smooching and Mooching","20-10-17"
"Jóvenes y rebeldes: Noshing and Moshing","20-10-17"
"Jóvenes y rebeldes: Dead Dogs and Gym Teachers","20-10-17"
"Jóvenes y rebeldes: Chokin' and Tokin'","19-10-17"
"Jóvenes y rebeldes: The Garage Door","19-10-17"
"Jóvenes y rebeldes: Looks and Books","18-10-17"
"Jóvenes y rebeldes: The Diary","18-10-17"
"Jóvenes y rebeldes: We've Got Spirit","18-10-17"
"The OA: Parte I: Capítulo 4: Ola","18-10-17"
"Jóvenes y rebeldes: Girlfriends and Boyfriends","17-10-17"
"The OA: Parte I: Capítulo 3: Campeón","17-10-17"
"The OA: Parte I: Capítulo 2: El nuevo coloso","17-10-17"
"The OA: Parte I: Capítulo 1: Vuelta a casa","17-10-17"
"Jóvenes y rebeldes: Carded and Discarded","16-10-17"
"Jóvenes y rebeldes: I'm With the Band","16-10-17"
"Jóvenes y rebeldes: Tests and Breasts","16-10-17"
"El juego de Gerald","15-10-17"
"Instinto","15-10-17"
"Rick y Morty: Temporada 2: Problemas con mini-Rick","15-10-17"
"Ozark: Temporada 1: Suenan las campanas","14-10-17"
"Ozark: Temporada 1: Café... Negro","14-10-17"
"Jóvenes y rebeldes: Kim Kelley is My Friend","13-10-17"
"Jóvenes y rebeldes: Tricks and Treats","13-10-17"
"Ozark: Temporada 1: Caleidoscopio","12-10-17"
"Jóvenes y rebeldes: Beers and Weirs","11-10-17"
"Jóvenes y rebeldes: Pilot","10-10-17"
"Sexo, amor y terapia","10-10-17"
"Matrix","10-10-17"
"Narcos: Temporada 3: De vuelta a Cali","08-10-17"
"Narcos: Temporada 3: Todos los hombres del presidente","08-10-17"
"Narcos: Temporada 3: Convivir","08-10-17"
"Narcos: Temporada 3: Sin salida","08-10-17"
"Narcos: Temporada 3: El mejor plan","08-10-17"
"Narcos: Temporada 3: MRO","08-10-17"
"Narcos: Temporada 3: Jaque mate","08-10-17"
"Narcos: Temporada 3: La estrategia del capo","08-10-17"
"Ozark: Temporada 1: Caja nido","07-10-17"
"How to Get Away With Murder: Temporada 3: Hay cosas peores que el homicidio","06-10-17"
"How to Get Away With Murder: Temporada 3: Ahora somos buenas personas","06-10-17"
"Skins: Vol. 7: Rise: Parte 2","06-10-17"
"Skins: Vol. 7: Rise: Parte 1","05-10-17"
"Ozark: Temporada 1: El libro de Ruth","05-10-17"
"Ozark: Temporada 1: Días dominantes","05-10-17"
"Ozark: Temporada 1: Esta noche improvisamos","05-10-17"
"Ozark: Temporada 1: Insomnio","04-10-17"
"Lucy","22-09-17"
"Ozark: Temporada 1: Blue Cat","12-09-17"
"Ozark: Temporada 1: Azucarada","12-09-17"
"Madre","10-09-17"
"Fumados: Parte 1: Pelos de Eva","10-09-17"
"Fumados: Parte 1: Cepa Omega","10-09-17"
"Mente indomable","09-09-17"
"La invención de Hugo Cabret","09-09-17"
"Dear White People: Volumen 1: Capítulo II","01-09-17"
"Dear White People: Volumen 1: Capítulo I","01-09-17"
"Between: Temporada 1: Se acabó la escuela","01-09-17"
"Gypsy: El establo negro","31-08-17"
"Gypsy: Nunca Jamás","30-08-17"
"Gypsy: Marfa","30-08-17"
"Gypsy: Euforia","30-08-17"
"Gypsy: Hotel Vagabond","29-08-17"
"Gypsy: La comunidad","29-08-17"
"Gypsy: 309","29-08-17"
"Gypsy: A la deriva","29-08-17"
"Gypsy: Parada Morgan","28-08-17"
"Contratiempo","26-08-17"
"Bates Motel: Temporada 4: Norman","21-08-17"
"Bates Motel: Temporada 4: Para siempre","21-08-17"
"Bates Motel: Temporada 4: Infiel","20-08-17"
"Bates Motel: Temporada 4: No hay lugar como el hogar","17-08-17"
"Black Mirror: Temporada 1: Toda tu historia","17-08-17"
"Bates Motel: Temporada 4: La bóveda","16-08-17"
"Bliss","16-08-17"
"Desnudo","16-08-17"
"El Cristo Ciego","15-08-17"
"Ojos bien cerrados","15-08-17"
"Bates Motel: Temporada 4: Refracción","10-08-17"
"Bates Motel: Temporada 4: Luces de invierno","10-08-17"
"Orange Is the New Black: Temporada 5: Clima tormentoso","04-08-17"
"Orange Is the New Black: Temporada 5: Tatuajes","04-08-17"
"Sin filtro","04-08-17"
"Félvilág","04-08-17"
"Drácula: La historia jamás contada","04-08-17"
"Orange Is the New Black: Temporada 5: Romper el techo","30-07-17"
"Tal vez es para siempre","04-07-17"
"Piña Express","30-06-17"
"Tú me entiendes","29-06-17"
"Bastardos sin gloria","29-06-17"
"Orange Is the New Black: Temporada 5: El toque del rey Midas al revés","23-06-17"
"Orange Is the New Black: Temporada 5: Me sube la temperatura","22-06-17"
"Orange Is the New Black: Temporada 5: Atadas a la vía","22-06-17"
"Orange Is the New Black: Temporada 5: Trenzado completo, medio Snickers","22-06-17"
"Orange Is the New Black: Temporada 5: Quemando Cheetos, literalmente","20-06-17"
"Orange Is the New Black: Temporada 5: Canta, Effie","19-06-17"
"Orange Is the New Black: Temporada 5: Litchfield's Got Talent","19-06-17"
"Orange Is the New Black: Temporada 5: Hermanas de pipí","19-06-17"
"Orange Is the New Black: Temporada 5: Coger, casarse, Frieda","18-06-17"
"Psicópata americano","18-06-17"
"Orange Is the New Black: Temporada 5: Miedo a perderse el motín","16-06-17"
"The Fosters: Temporada 3: Venga tu reino","15-06-17"
"The Fosters: Temporada 3: El show","15-06-17"
"The Fosters: Temporada 3: Ensayo","14-06-17"
"The Fosters: Temporada 3: Dieciséis","14-06-17"
"The Fosters: Temporada 3: Inteligencia emocional","14-06-17"
"The Fosters: Temporada 3: Ofensas menores","14-06-17"
"The Fosters: Temporada 3: Bajo el agua","14-06-17"
"The Fosters: Temporada 3: Si fuera el caso","14-06-17"
"The Fosters: Temporada 3: Mensajes mixtos","14-06-17"
"The Fosters: Temporada 3: Primeras impresiones","14-06-17"
"The Fosters: Temporada 3: Suerte","13-06-17"
"The Fosters: Temporada 3: Idyllwild","13-06-17"
"The Fosters: Temporada 3: Hijas","12-06-17"
"The Fosters: Temporada 3: Fe, esperanza, amor","12-06-17"
"Nunca me abandones","11-06-17"
"Jackie","11-06-17"
"Lore","11-06-17"
"The Fosters: Temporada 3: Es mi fiesta","10-06-17"
"The Fosters: Temporada 3: Hacia el sur","10-06-17"
"The Fosters: Temporada 3: Más que palabras","07-06-17"
"Los Simpsons - La película","04-06-17"
"The Fosters: Temporada 3: Déjà Vu","02-06-17"
"The Fosters: Temporada 3: Día del Padre","02-06-17"
"The Fosters: Temporada 3: Ruinas","02-06-17"
"Hasta el último hombre","27-05-17"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Jet","19-05-17"
"Girlboss: El lanzamiento","17-05-17"
"Girlboss: I'll Come Crashing","14-05-17"
"Girlboss: Una basura","14-05-17"
"Girlboss: Foro de moda vintage","14-05-17"
"Girlboss: Putís*mas gráficas de barras","14-05-17"
"Girlboss: El viaje","14-05-17"
"Girlboss: Pantalones largos","14-05-17"
"Girlboss: Cinco por ciento","13-05-17"
"Girlboss: Top ocho","13-05-17"
"Girlboss: Ladyshopper99","13-05-17"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: El pergamino de los maestros Agua","12-05-17"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 2: El Avatar Roku","12-05-17"
"Avatar: La leyenda de Aang: Avatar: la leyenda de Aang: Libro 1: Solsticio de invierno: Parte 1: El mundo de los espíritus","12-05-17"
"Girlboss: Gracias, San Francisco","08-05-17"
"Girlboss: La hernia","08-05-17"
"Girlboss: Sophia","08-05-17"
"13 Reasons Why: Más allá de las razones","08-05-17"
"Deep Web","07-05-17"
"Degrassi: Next Class: Temporada 1: #sexoasegurado","20-04-17"
"Dance Academy: Serie 3: El pegamento","18-04-17"
"Dance Academy: Serie 2: Las zapatillas rojas","18-04-17"
"Dance Academy: Serie 2: El segundo","18-04-17"
"Dance Academy: Serie 2: Prix de Fonteyn","18-04-17"
"Dance Academy: Serie 2: Ámalo o combátelo","18-04-17"
"Sinbad: La leyenda de los siete mares","16-04-17"
"The Get Down: Parte 2: Solo del exilio se vuelve a casa","16-04-17"
"The Get Down: Parte 2: Apuéstalo todo","16-04-17"
"El tiempo entre costuras: Episodio 16","15-04-17"
"El tiempo entre costuras: Episodio 15","15-04-17"
"El tiempo entre costuras: Episodio 14","15-04-17"
"El tiempo entre costuras: Episodio 13","15-04-17"
"The Get Down: Parte 2: Uno por uno, hacia la oscuridad","14-04-17"
"The Get Down: Parte 2: El ritmo dice: este es el camino","13-04-17"
"The Get Down: Parte 2: Despliega tu propio mito","13-04-17"
"Dance Academy: Serie 2: Ganar o perder","09-04-17"
"Dance Academy: Serie 2: Teoría de la escalera","09-04-17"
"Dance Academy: Serie 2: Marca, interrogante, cruz","09-04-17"
"Dance Academy: Serie 2: Los naturales","09-04-17"
"Dance Academy: Serie 2: Atrápame si caigo","09-04-17"
"Dance Academy: Serie 2: Amor y guerra","07-04-17"
"Dance Academy: Serie 2: Orígenes","07-04-17"
"Dance Academy: Serie 2: Seguir adelante","06-04-17"
"Dance Academy: Serie 2: Misión de rescate","06-04-17"
"Dance Academy: Serie 2: Traición","06-04-17"
"Dance Academy: Serie 2: Punto de ruptura","06-04-17"
"Dance Academy: Serie 2: Autosabotaje","06-04-17"
"Dance Academy: Serie 2: Una buena vida","06-04-17"
"Dance Academy: Serie 2: El descanso","05-04-17"
"Dance Academy: Serie 2: Conectividad","05-04-17"
"Dance Academy: Serie 2: Una vida coreografiada","01-04-17"
"El tiempo entre costuras: Episodio 12","29-03-17"
"El tiempo entre costuras: Episodio 11","29-03-17"
"El tiempo entre costuras: Episodio 10","29-03-17"
"La Revolución Altruísta","27-03-17"
"Punto ciego: Temporada 1: Perseguir enviados","27-03-17"
"Fauda: Temporada 1: Episodio 12","27-03-17"
"Dance Academy: Serie 2: Como si nadie estuviera viendo","26-03-17"
"Fauda: Temporada 1: Episodio 11","25-03-17"
"Fauda: Temporada 1: Episodio 10","25-03-17"
"El tiempo entre costuras: Episodio 9","25-03-17"
"El tiempo entre costuras: Episodio 8","25-03-17"
"El tiempo entre costuras: Episodio 7","25-03-17"
"Trainspotting","23-03-17"
"Dance Academy: Serie 2: El festival","23-03-17"
"Fauda: Temporada 1: Episodio 9","20-03-17"
"Fauda: Temporada 1: Episodio 8","20-03-17"
"Fauda: Temporada 1: Episodio 7","20-03-17"
"Fauda: Temporada 1: Episodio 6","20-03-17"
"Fauda: Temporada 1: Episodio 5","20-03-17"
"Fauda: Temporada 1: Episodio 4","20-03-17"
"Fauda: Temporada 1: Episodio 3","19-03-17"
"Fauda: Temporada 1: Episodio 2","18-03-17"
"Fauda: Temporada 1: Episodio 1","18-03-17"
"Velvet: Temporada 1: Alas de mariposa","18-03-17"
"Black Mirror: Temporada 3: El hombre contra el fuego","16-03-17"
"Dance Academy: Serie 2: Leyendas","15-03-17"
"Dance Academy: Serie 2: Dúo falso","12-03-17"
"Dance Academy: Serie 2: Vida soñada","12-03-17"
"El tiempo entre costuras: Episodio 6","12-03-17"
"El tiempo entre costuras: Episodio 5","12-03-17"
"El tiempo entre costuras: Episodio 4","12-03-17"
"El tiempo entre costuras: Episodio 3","12-03-17"
"El tiempo entre costuras: Episodio 2","12-03-17"
"El tiempo entre costuras: Episodio 1","12-03-17"
"Grace de Mónaco","12-03-17"
"Dance Academy: Serie 2: Del medio hacia arriba","10-03-17"
"Dance Academy: Aprendiendo a volar (Parte 2)","09-03-17"
"Dance Academy: En lo más profundo","09-03-17"
"Dance Academy: Ola de calor","09-03-17"
"Dance Academy: Mejores amigos para siempre","08-03-17"
"Dance Academy: Lucha o huída","08-03-17"
"Dance Academy: Miedo de perdérselo todo","08-03-17"
"Dance Academy: Fiebre de ballet","06-03-17"
"Dance Academy: El mejor y más justo","06-03-17"
"Dance Academy: Cabeza de moño","06-03-17"
"Dance Academy: Sueño de una noche de verano","06-03-17"
"Black Mirror: Temporada 1: El himno nacional","05-03-17"
"Black Mirror: Temporada 3: San Junípero","05-03-17"
"Dance Academy: Caída libre","03-03-17"
"Dance Academy: Mi vida en punta","03-03-17"
"Dance Academy: Volviendo a las puntas","03-03-17"
"Dance Academy: Familia","03-03-17"
"Dance Academy: Presión","03-03-17"
"Dance Academy: Un día perfecto","03-03-17"
"Dance Academy: A través del espejo","28-02-17"
"Dance Academy: Latido de corazón","28-02-17"
"Dance Academy: Los problemas crecen","28-02-17"
"Dance Academy: Maniquí de prueba","28-02-17"
"Dance Academy: Perfección","28-02-17"
"La última ola","26-02-17"
"Dance Academy: Campo minado","26-02-17"
"Dance Academy: Detrás de las barras","26-02-17"
"Dance Academy: Semana cero","26-02-17"
"Dance Academy: Aprendiendo a volar","26-02-17"
"Pérdida de la inocencia","23-02-17"
"Squatters","22-02-17"
"Happy People: A Year in the Taiga","12-02-17"
"Pasión inocente","05-02-17"
"Automata","05-02-17"
"El camino hacia El Dorado","05-02-17"
"Vikingos: Temporada 3: Los muertos","20-01-17"
"Vikingos: Temporada 3: Punto de quiebra","20-01-17"
"Vikingos: Temporada 3: ¡A las puertas!","20-01-17"
"Vikingos: Temporada 3: Paris","20-01-17"
"Vikingos: Temporada 3: Vuelto a nacer","20-01-17"
"Vikingos: Temporada 3: El usurpador","19-01-17"
"Vikingos: Temporada 3: Marcado","19-01-17"
"Vikingos: Temporada 3: El destino del guerrero","19-01-17"
"Vikingos: Temporada 3: El descarriado","19-01-17"
"Vikingos: Temporada 2: El padre nuestro","19-01-17"
"Día de las Madres","15-01-17"
"Una serie de eventos desafortunados: Temporada 1: Un mal principio: Parte 1","13-01-17"
"Siete años en el Tíbet","12-01-17"
"Blue Jay","11-01-17"
"José: El rey de los sueños","11-01-17"
"Una historia diferente","11-01-17"
"Sólo un sueño","11-01-17"
"El príncipe de Egipto","10-01-17"
"Philadelphia","08-01-17"
"Punto ciego: Temporada 1: De gira","27-12-16"
"Punto ciego: Temporada 1: Cede tu alma","27-12-16"
"Punto ciego: Temporada 1: Dividir la ley","27-12-16"
"Punto ciego: Temporada 1: Los huesos se pudrirán","26-12-16"
"Punto ciego: Temporada 1: Ocho delgadas sonrisas","26-12-16"
"Punto ciego: Temporada 1: Un grito perdido","26-12-16"
"Punto ciego: Temporada 1: Piloto","26-12-16"
"Tallulah","26-12-16"
"Revenge: Piloto","23-12-16"
"The Fosters: Temporada 2: El fin del principio","22-12-16"
"The Fosters: Temporada 2: No ese tipo de chica","22-12-16"
"The Fosters: Temporada 2: Justifica los medios","22-12-16"
"The Fosters: Temporada 2: Escucha esto","22-12-16"
"The Fosters: Temporada 2: Lo que ella calla","22-12-16"
"The Fosters: Temporada 2: Si tan solo supieras","22-12-16"
"The Fosters: Temporada 2: Luz del día","22-12-16"
"The Fosters: Temporada 2: Madre Naturaleza","21-12-16"
"The Fosters: Temporada 2: Quédate","21-12-16"
"The Fosters: Temporada 2: Sobre/bajo","21-12-16"
"The Fosters: Temporada 2: La Navidad pasada","19-12-16"
"The Fosters: Temporada 2: La hermana pequeña de alguien","19-12-16"
"The Fosters: Temporada 2: Llaves chorreantes","19-12-16"
"The Fosters: Temporada 2: Las chicas reunidas","19-12-16"
"The Fosters: Temporada 2: El día más largo","19-12-16"
"The Fosters: Temporada 2: Madre","19-12-16"
"The Fosters: Temporada 2: A decir verdad","19-12-16"
"The Fosters: Temporada 2: Di algo","19-12-16"
"The Fosters: Temporada 2: Juego","19-12-16"
"The Fosters: Temporada 2: Sácame de aquí","19-12-16"
"La playa","18-12-16"
"The Fosters: Temporada 2: Cosas desconocidas","18-12-16"
"The Fosters: Día de adopciones","17-12-16"
"The Fosters: Metrópolis","16-12-16"
"The Fosters: No te sueltes","16-12-16"
"The Fosters: Escapes y retornos","16-12-16"
"The Fosters: Los chicos del salón","16-12-16"
"The Fosters: Nosotros contra el mundo","15-12-16"
"The Fosters: Padre","15-12-16"
"The Fosters: Día de la familia","14-12-16"
"The Fosters: Lo no dicho","14-12-16"
"The Fosters: Casa y hogar","13-12-16"
"The Fosters: La luna de miel","13-12-16"
"The Fosters: Acepto","13-12-16"
"The Fosters: Vigilancia","13-12-16"
"The Fosters: Limpia","12-12-16"
"The Fosters: Las consecuencias","12-12-16"
"The Fosters: Sábado","12-12-16"
"Paul","11-12-16"
"The Fosters: A la mañana siguiente","10-12-16"
"The Fosters: Quinceañera","09-12-16"
"The Fosters: Acciones hostiles","09-12-16"
"The Fosters: Por consiguiente","09-12-16"
"The Fosters: Piloto","08-12-16"
"El niño","08-12-16"
"Iron Man: Surge el tecnívoro","08-12-16"
"Ask Me Anything","07-12-16"
"Audrie y Daisy","03-12-16"
"The O.C.: Temporada 4: El final no está cerca, llegó","02-12-16"
"The O.C.: Temporada 4: La noche se mueve","30-11-16"
"The O.C.: Temporada 4: La sacudida","30-11-16"
"The O.C.: Temporada 4: Un caso de Frankitis","29-11-16"
"The O.C.: Temporada 4: El día de la marmota","29-11-16"
"The O.C.: Temporada 4: Amante de sueños","28-11-16"
"The O.C.: Temporada 4: Conexión francesa","28-11-16"
"The O.C.: Temporada 4: Mis dos papás","27-11-16"
"The O.C.: Temporada 4: Conexión romántica","27-11-16"
"The O.C.: Temporada 4: ¿La Navi-qué?","27-11-16"
"The O.C.: Temporada 4: Una fiesta y una chica extraña","26-11-16"
"The O.C.: Temporada 4: El bello durmiente","26-11-16"
"The O.C.: Temporada 4: Metamorfosis","25-11-16"
"The O.C.: Temporada 4: Triste celebración","25-11-16"
"The O.C.: Temporada 4: Los gringos","24-11-16"
"The O.C.: Temporada 4: Los vengadores","24-11-16"
"The O.C.: Temporada 3: Los graduados","23-11-16"
"The O.C.: Temporada 3: El hombre del año","23-11-16"
"The O.C.: Temporada 3: La fiesta final","23-11-16"
"The O.C.: Temporada 3: Camino a la universidad","23-11-16"
"The O.C.: Temporada 3: Reconciliación dudosa","23-11-16"
"The O.C.: Temporada 3: Un día después","23-11-16"
"The O.C.: Temporada 3: Secretos y mentiras","22-11-16"
"The O.C.: Temporada 3: La resaca","21-11-16"
"The O.C.: Temporada 3: El viaje","21-11-16"
"The O.C.: Temporada 3: El guerrero del camino","21-11-16"
"The O.C.: Temporada 3: El terrible peso","20-11-16"
"The O.C.: Temporada 3: Cizaña","20-11-16"
"The O.C.: Temporada 3: Caída fatal","19-11-16"
"The O.C.: Temporada 3: ¿Quién eres y qué hiciste con mi hermana?","19-11-16"
"The O.C.: Temporada 3: Un refugio seguro","18-11-16"
"The O.C.: Temporada 3: La Naviukkah bar mitz-vaka","17-11-16"
"The O.C.: Temporada 3: Desconectado","17-11-16"
"The O.C.: Temporada 3: El plan de juego","17-11-16"
"The O.C.: Temporada 3: Manejo de la ira","17-11-16"
"The O.C.: Temporada 3: Las oleadas","17-11-16"
"The O.C.: Temporada 3: La tormenta perfecta","16-11-16"
"The O.C.: Temporada 3: La forma de lo que vendrá","15-11-16"
"The O.C.: Temporada 3: El último vals","15-11-16"
"The O.C.: Temporada 3: El fin de la inocencia","15-11-16"
"The O.C.: Temporada 3: Consecuencias","15-11-16"
"The O.C.: Temporada 2: Querida familia","15-11-16"
"The O.C.: Temporada 2: Momentos decisivos","14-11-16"
"The O.C.: Temporada 2: La confrontación","14-11-16"
"The O.C.: Temporada 2: El regreso de la nana","14-11-16"
"The O.C.: Temporada 2: Orange al desnudo","14-11-16"
"True Memoirs of an International Assassin - Motion Video - 1loop","13-11-16"
"The O.C.: Temporada 2: La fiesta loca","11-11-16"
"Zoo: Mentalidad de manada","11-11-16"
"Zoo: El silencio de las cigarras","11-11-16"
"Zoo: Pelear o huir","11-11-16"
"The O.C.: Temporada 2: Negocios riesgosos","11-11-16"
"Zoo: Sangre nueva","11-11-16"
"The Walking Dead: Temporada 4: 30 días sin accidentes","11-11-16"
"The O.C.: Temporada 2: Los hermanos Grim","11-11-16"
"The O.C.: Temporada 2: Triunfos y gloria","10-11-16"
"The O.C.: Temporada 2: El centro comercial","10-11-16"
"The O.C.: Temporada 2: Las mujeres de la lluvia","10-11-16"
"The O.C.: Temporada 2: Papá sabe lo que te conviene","10-11-16"
"The O.C.: Temporada 2: El club de los corazones solitarios","09-11-16"
"The O.C.: Temporada 2: Segunda oportunidad","09-11-16"
